Border,Date,Measure,Sum,Avg 
US-Mexico Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,11435487,457419
US-Mexico Border,10/01/2019 12:00:00 AM,Personal Vehicles,6291416,251656
US-Mexico Border,10/01/2019 12:00:00 AM,Rail Containers Empty,53517,7645
US-Mexico Border,10/01/2019 12:00:00 AM,Rail Containers Full,40674,6779
US-Mexico Border,10/01/2019 12:00:00 AM,Train Passengers,810,202
US-Mexico Border,10/01/2019 12:00:00 AM,Trains,965,137
US-Mexico Border,10/01/2019 12:00:00 AM,Truck Containers Empty,158305,8331
US-Mexico Border,10/01/2019 12:00:00 AM,Truck Containers Full,424521,21226
US-Mexico Border,10/01/2019 12:00:00 AM,Trucks,574078,28703
US-Mexico Border,09/01/2019 12:00:00 AM,Bus Passengers,148685,8746
US-Mexico Border,09/01/2019 12:00:00 AM,Buses,12262,721
US-Mexico Border,09/01/2019 12:00:00 AM,Pedestrians,3983133,147523
US-Mexico Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,11190572,447622
US-Mexico Border,09/01/2019 12:00:00 AM,Personal Vehicles,6039555,241582
US-Mexico Border,09/01/2019 12:00:00 AM,Rail Containers Empty,50725,7246
US-Mexico Border,09/01/2019 12:00:00 AM,Rail Containers Full,41532,6922
US-Mexico Border,09/01/2019 12:00:00 AM,Train Passengers,266,88
US-Mexico Border,09/01/2019 12:00:00 AM,Trains,979,139
US-Mexico Border,09/01/2019 12:00:00 AM,Truck Containers Empty,142892,7144
US-Mexico Border,09/01/2019 12:00:00 AM,Truck Containers Full,378751,18937
US-Mexico Border,09/01/2019 12:00:00 AM,Trucks,514257,25712
US-Mexico Border,08/01/2019 12:00:00 AM,Bus Passengers,229383,14336
US-Mexico Border,08/01/2019 12:00:00 AM,Buses,13061,816
US-Mexico Border,08/01/2019 12:00:00 AM,Pedestrians,4125207,152785
US-Mexico Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,11537921,461516
US-Mexico Border,08/01/2019 12:00:00 AM,Personal Vehicles,6102329,244093
US-Mexico Border,08/01/2019 12:00:00 AM,Rail Containers Empty,54648,7806
US-Mexico Border,08/01/2019 12:00:00 AM,Rail Containers Full,43840,7306
US-Mexico Border,08/01/2019 12:00:00 AM,Train Passengers,938,234
US-Mexico Border,08/01/2019 12:00:00 AM,Trains,1053,150
US-Mexico Border,08/01/2019 12:00:00 AM,Truck Containers Empty,152731,7636
US-Mexico Border,08/01/2019 12:00:00 AM,Truck Containers Full,404725,20236
US-Mexico Border,08/01/2019 12:00:00 AM,Trucks,549757,27487
US-Mexico Border,07/01/2019 12:00:00 AM,Bus Passengers,247070,15441
US-Mexico Border,07/01/2019 12:00:00 AM,Buses,13345,834
US-Mexico Border,07/01/2019 12:00:00 AM,Pedestrians,4343673,160876
US-Mexico Border,07/01/2019 12:00:00 AM,Personal Vehicle Passengers,11627413,465096
US-Mexico Border,07/01/2019 12:00:00 AM,Personal Vehicles,6019013,240760
US-Mexico Border,07/01/2019 12:00:00 AM,Rail Containers Empty,54178,7739
US-Mexico Border,07/01/2019 12:00:00 AM,Rail Containers Full,42309,7051
US-Mexico Border,07/01/2019 12:00:00 AM,Train Passengers,871,217
US-Mexico Border,07/01/2019 12:00:00 AM,Trains,1028,146
US-Mexico Border,07/01/2019 12:00:00 AM,Truck Containers Empty,157156,7857
US-Mexico Border,07/01/2019 12:00:00 AM,Truck Containers Full,401115,20055
US-Mexico Border,07/01/2019 12:00:00 AM,Trucks,552492,27624
US-Mexico Border,06/01/2019 12:00:00 AM,Bus Passengers,176567,11035
US-Mexico Border,06/01/2019 12:00:00 AM,Buses,12979,811
US-Mexico Border,06/01/2019 12:00:00 AM,Pedestrians,3931845,145623
US-Mexico Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,11590003,413928
US-Mexico Border,06/01/2019 12:00:00 AM,Personal Vehicles,6124800,218742
US-Mexico Border,06/01/2019 12:00:00 AM,Rail Containers Empty,49346,7049
US-Mexico Border,06/01/2019 12:00:00 AM,Rail Containers Full,45091,7515
US-Mexico Border,06/01/2019 12:00:00 AM,Train Passengers,851,212
US-Mexico Border,06/01/2019 12:00:00 AM,Trains,964,137
US-Mexico Border,06/01/2019 12:00:00 AM,Truck Containers Empty,139565,7345
US-Mexico Border,06/01/2019 12:00:00 AM,Truck Containers Full,399640,19982
US-Mexico Border,06/01/2019 12:00:00 AM,Trucks,533555,26677
US-Mexico Border,05/01/2019 12:00:00 AM,Bus Passengers,172481,10780
US-Mexico Border,05/01/2019 12:00:00 AM,Buses,12562,785
US-Mexico Border,05/01/2019 12:00:00 AM,Pedestrians,4144485,153499
US-Mexico Border,05/01/2019 12:00:00 AM,Personal Vehicle Passengers,11161555,446462
US-Mexico Border,05/01/2019 12:00:00 AM,Personal Vehicles,6087007,243480
US-Mexico Border,05/01/2019 12:00:00 AM,Rail Containers Empty,52634,7519
US-Mexico Border,05/01/2019 12:00:00 AM,Rail Containers Full,44885,7480
US-Mexico Border,05/01/2019 12:00:00 AM,Train Passengers,958,239
US-Mexico Border,05/01/2019 12:00:00 AM,Trains,987,141
US-Mexico Border,05/01/2019 12:00:00 AM,Truck Containers Empty,147259,7362
US-Mexico Border,05/01/2019 12:00:00 AM,Truck Containers Full,435491,21774
US-Mexico Border,05/01/2019 12:00:00 AM,Trucks,576724,28836
US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,195416,12213
US-Mexico Border,04/01/2019 12:00:00 AM,Buses,12822,801
US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,4256803,157659
US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,10553135,422125
US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,5686170,227446
US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,50897,7271
US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,42180,7030
US-Mexico Border,04/01/2019 12:00:00 AM,Train Passengers,857,214
US-Mexico Border,04/01/2019 12:00:00 AM,Trains,934,133
US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,134214,7063
US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,396298,19814
US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,524215,26210
US-Mexico Border,03/01/2019 12:00:00 AM,Bus Passengers,177326,10430
US-Mexico Border,03/01/2019 12:00:00 AM,Buses,13095,770
US-Mexico Border,03/01/2019 12:00:00 AM,Pedestrians,4228773,156621
US-Mexico Border,03/01/2019 12:00:00 AM,Personal Vehicle Passengers,11867835,474713
US-Mexico Border,03/01/2019 12:00:00 AM,Personal Vehicles,6377710,255108
US-Mexico Border,03/01/2019 12:00:00 AM,Rail Containers Empty,45238,6462
US-Mexico Border,03/01/2019 12:00:00 AM,Rail Containers Full,44869,7478
US-Mexico Border,03/01/2019 12:00:00 AM,Train Passengers,858,214
US-Mexico Border,03/01/2019 12:00:00 AM,Trains,991,141
US-Mexico Border,03/01/2019 12:00:00 AM,Truck Containers Empty,155368,8177
US-Mexico Border,03/01/2019 12:00:00 AM,Truck Containers Full,414473,20723
US-Mexico Border,03/01/2019 12:00:00 AM,Trucks,562555,28127
US-Mexico Border,02/01/2019 12:00:00 AM,Bus Passengers,125669,7854
US-Mexico Border,02/01/2019 12:00:00 AM,Buses,11467,716
US-Mexico Border,02/01/2019 12:00:00 AM,Pedestrians,3416106,126522
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicle Passengers,10295407,411816
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicles,5656319,226252
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Empty,46374,6624
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Full,37029,6171
US-Mexico Border,02/01/2019 12:00:00 AM,Train Passengers,816,204
US-Mexico Border,02/01/2019 12:00:00 AM,Trains,931,133
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Empty,142612,7130
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Full,375688,18784
US-Mexico Border,02/01/2019 12:00:00 AM,Trucks,512524,25626
US-Mexico Border,01/01/2019 12:00:00 AM,Bus Passengers,195869,12241
US-Mexico Border,01/01/2019 12:00:00 AM,Buses,13137,821
US-Mexico Border,01/01/2019 12:00:00 AM,Pedestrians,3894421,144237
US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,11860567,474422
US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicles,6301772,252070
US-Mexico Border,01/01/2019 12:00:00 AM,Rail Containers Empty,50411,7201
US-Mexico Border,01/01/2019 12:00:00 AM,Rail Containers Full,32440,5406
US-Mexico Border,01/01/2019 12:00:00 AM,Train Passengers,847,211
US-Mexico Border,01/01/2019 12:00:00 AM,Trains,994,142
US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Empty,155782,8199
US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Full,395495,19774
US-Mexico Border,01/01/2019 12:00:00 AM,Trucks,544903,27245
US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,163284,10205
US-Mexico Border,12/01/2018 12:00:00 AM,Buses,14129,941
US-Mexico Border,12/01/2018 12:00:00 AM,Pedestrians,4319416,159978
US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,12388647,495545
US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,6327597,253103
US-Mexico Border,12/01/2018 12:00:00 AM,Rail Containers Empty,52383,7483
US-Mexico Border,12/01/2018 12:00:00 AM,Rail Containers Full,40776,6796
US-Mexico Border,12/01/2018 12:00:00 AM,Train Passengers,870,217
US-Mexico Border,12/01/2018 12:00:00 AM,Trains,970,138
US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,147782,7778
US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,321593,16079
US-Mexico Border,12/01/2018 12:00:00 AM,Trucks,469397,23469
US-Mexico Border,11/01/2018 12:00:00 AM,Bus Passengers,150920,8877
US-Mexico Border,11/01/2018 12:00:00 AM,Buses,13325,783
US-Mexico Border,11/01/2018 12:00:00 AM,Pedestrians,3959951,146664
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,11389748,455589
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicles,6083730,243349
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Empty,54868,7838
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Full,41616,6936
US-Mexico Border,11/01/2018 12:00:00 AM,Train Passengers,1017,254
US-Mexico Border,11/01/2018 12:00:00 AM,Trains,970,138
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Empty,150973,7945
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Full,390148,19507
US-Mexico Border,11/01/2018 12:00:00 AM,Trucks,535417,26770
US-Mexico Border,10/01/2018 12:00:00 AM,Bus Passengers,138689,8158
US-Mexico Border,10/01/2018 12:00:00 AM,Buses,14214,836
US-Mexico Border,10/01/2018 12:00:00 AM,Pedestrians,3896888,144329
US-Mexico Border,10/01/2018 12:00:00 AM,Personal Vehicle Passengers,12004167,480166
US-Mexico Border,10/01/2018 12:00:00 AM,Personal Vehicles,6556519,262260
US-Mexico Border,10/01/2018 12:00:00 AM,Rail Containers Empty,55089,7869
US-Mexico Border,10/01/2018 12:00:00 AM,Rail Containers Full,45601,7600
US-Mexico Border,10/01/2018 12:00:00 AM,Train Passengers,943,235
US-Mexico Border,10/01/2018 12:00:00 AM,Trains,999,142
US-Mexico Border,10/01/2018 12:00:00 AM,Truck Containers Empty,159369,7968
US-Mexico Border,10/01/2018 12:00:00 AM,Truck Containers Full,415527,20776
US-Mexico Border,10/01/2018 12:00:00 AM,Trucks,568252,28412
US-Mexico Border,09/01/2018 12:00:00 AM,Bus Passengers,160813,10050
US-Mexico Border,09/01/2018 12:00:00 AM,Buses,13468,841
US-Mexico Border,09/01/2018 12:00:00 AM,Pedestrians,3524531,130538
US-Mexico Border,09/01/2018 12:00:00 AM,Personal Vehicle Passengers,11822961,472918
US-Mexico Border,09/01/2018 12:00:00 AM,Personal Vehicles,6319271,252770
US-Mexico Border,09/01/2018 12:00:00 AM,Rail Containers Empty,50037,7148
US-Mexico Border,09/01/2018 12:00:00 AM,Rail Containers Full,43621,7270
US-Mexico Border,09/01/2018 12:00:00 AM,Train Passengers,874,218
US-Mexico Border,09/01/2018 12:00:00 AM,Trains,933,133
US-Mexico Border,09/01/2018 12:00:00 AM,Truck Containers Empty,141079,7053
US-Mexico Border,09/01/2018 12:00:00 AM,Truck Containers Full,361864,18093
US-Mexico Border,09/01/2018 12:00:00 AM,Trucks,494057,26003
US-Mexico Border,08/01/2018 12:00:00 AM,Bus Passengers,218838,13677
US-Mexico Border,08/01/2018 12:00:00 AM,Buses,14961,935
US-Mexico Border,08/01/2018 12:00:00 AM,Pedestrians,3851303,142640
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicle Passengers,12338175,493527
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicles,6554844,262193
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Empty,42889,6127
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Full,40034,6672
US-Mexico Border,08/01/2018 12:00:00 AM,Train Passengers,909,227
US-Mexico Border,08/01/2018 12:00:00 AM,Trains,928,132
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Empty,159349,8386
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Full,401582,20079
US-Mexico Border,08/01/2018 12:00:00 AM,Trucks,552741,27637
US-Mexico Border,07/01/2018 12:00:00 AM,Bus Passengers,256556,16034
US-Mexico Border,07/01/2018 12:00:00 AM,Buses,15680,980
US-Mexico Border,07/01/2018 12:00:00 AM,Pedestrians,3916503,145055
US-Mexico Border,07/01/2018 12:00:00 AM,Personal Vehicle Passengers,12700131,508005
US-Mexico Border,07/01/2018 12:00:00 AM,Personal Vehicles,6476572,259062
US-Mexico Border,07/01/2018 12:00:00 AM,Rail Containers Empty,48206,6886
US-Mexico Border,07/01/2018 12:00:00 AM,Rail Containers Full,40489,6748
US-Mexico Border,07/01/2018 12:00:00 AM,Train Passengers,875,218
US-Mexico Border,07/01/2018 12:00:00 AM,Trains,950,135
US-Mexico Border,07/01/2018 12:00:00 AM,Truck Containers Empty,151194,7559
US-Mexico Border,07/01/2018 12:00:00 AM,Truck Containers Full,370512,18525
US-Mexico Border,07/01/2018 12:00:00 AM,Trucks,514241,25712
US-Mexico Border,06/01/2018 12:00:00 AM,Bus Passengers,98510,6156
US-Mexico Border,06/01/2018 12:00:00 AM,Buses,14249,890
US-Mexico Border,06/01/2018 12:00:00 AM,Pedestrians,3558082,131780
US-Mexico Border,06/01/2018 12:00:00 AM,Personal Vehicle Passengers,11901838,476073
US-Mexico Border,06/01/2018 12:00:00 AM,Personal Vehicles,6365057,254602
US-Mexico Border,06/01/2018 12:00:00 AM,Rail Containers Empty,50368,7195
US-Mexico Border,06/01/2018 12:00:00 AM,Rail Containers Full,44312,7385
US-Mexico Border,06/01/2018 12:00:00 AM,Train Passengers,897,224
US-Mexico Border,06/01/2018 12:00:00 AM,Trains,964,137
US-Mexico Border,06/01/2018 12:00:00 AM,Truck Containers Empty,139354,6967
US-Mexico Border,06/01/2018 12:00:00 AM,Truck Containers Full,387382,19369
US-Mexico Border,06/01/2018 12:00:00 AM,Trucks,529177,26458
US-Mexico Border,05/01/2018 12:00:00 AM,Bus Passengers,108419,6776
US-Mexico Border,05/01/2018 12:00:00 AM,Buses,13097,818
US-Mexico Border,05/01/2018 12:00:00 AM,Pedestrians,3850841,142623
US-Mexico Border,05/01/2018 12:00:00 AM,Personal Vehicle Passengers,12425460,497018
US-Mexico Border,05/01/2018 12:00:00 AM,Personal Vehicles,6723434,268937
US-Mexico Border,05/01/2018 12:00:00 AM,Rail Containers Empty,53567,7652
US-Mexico Border,05/01/2018 12:00:00 AM,Rail Containers Full,41851,6975
US-Mexico Border,05/01/2018 12:00:00 AM,Train Passengers,891,222
US-Mexico Border,05/01/2018 12:00:00 AM,Trains,948,135
US-Mexico Border,05/01/2018 12:00:00 AM,Truck Containers Empty,150480,7524
US-Mexico Border,05/01/2018 12:00:00 AM,Truck Containers Full,408438,20421
US-Mexico Border,05/01/2018 12:00:00 AM,Trucks,561452,28072
US-Mexico Border,04/01/2018 12:00:00 AM,Bus Passengers,122823,7676
US-Mexico Border,04/01/2018 12:00:00 AM,Buses,13658,853
US-Mexico Border,04/01/2018 12:00:00 AM,Pedestrians,3860744,142990
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,12200002,488000
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicles,6505841,260233
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Empty,48490,6927
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Full,39412,6568
US-Mexico Border,04/01/2018 12:00:00 AM,Train Passengers,826,206
US-Mexico Border,04/01/2018 12:00:00 AM,Trains,902,128
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Empty,146387,7319
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Full,394125,19706
US-Mexico Border,04/01/2018 12:00:00 AM,Trucks,542965,27148
US-Mexico Border,03/01/2018 12:00:00 AM,Bus Passengers,153794,9046
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,12356,726
US-Mexico Border,03/01/2018 12:00:00 AM,Pedestrians,4177442,160670
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,12693029,507721
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicles,6692650,267706
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,45740,6534
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,46011,7668
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,823,205
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,916,130
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Empty,147407,7758
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Full,392261,19613
US-Mexico Border,03/01/2018 12:00:00 AM,Trucks,534661,26733
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,106763,6672
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11504,676
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3526195,135622
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10888482,435539
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5903899,236155
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41810,5972
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,39167,6527
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,688,172
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,827,118
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,136474,7182
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,351568,17578
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,491399,24569
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,158723,9920
US-Mexico Border,01/01/2018 12:00:00 AM,Buses,13411,838
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,3731985,143537
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,12138597,485543
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,6406861,256274
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Empty,45826,6546
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Full,36140,6023
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,823,205
US-Mexico Border,01/01/2018 12:00:00 AM,Trains,899,128
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,155604,7780
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,358320,17916
US-Mexico Border,01/01/2018 12:00:00 AM,Trucks,517144,25857
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,153202,9011
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,14483,851
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,4084983,151295
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,12939220,517568
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,6604570,264182
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,43734,6247
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,39599,6599
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,1011,252
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,918,131
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,142113,7479
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,320329,16016
