Border,Date,Measure,Sum,Avg 
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicles,3208112,41129
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Empty,25561,327
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Full,67847,869
US-Canada Border,05/01/1998 12:00:00 AM,Train Passengers,20434,261
US-Canada Border,05/01/1998 12:00:00 AM,Trains,2882,36
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Empty,52708,675
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Full,314318,4029
US-Canada Border,05/01/1998 12:00:00 AM,Trucks,535394,6864
US-Canada Border,04/01/1998 12:00:00 AM,Bus Passengers,314888,4037
US-Canada Border,04/01/1998 12:00:00 AM,Buses,13252,169
US-Canada Border,04/01/1998 12:00:00 AM,Pedestrians,34664,444
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,7091059,90911
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicles,2925192,37502
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Empty,21988,281
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Full,63612,815
US-Canada Border,04/01/1998 12:00:00 AM,Train Passengers,17792,228
US-Canada Border,04/01/1998 12:00:00 AM,Trains,2883,36
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Empty,52381,671
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Full,335081,4295
US-Canada Border,04/01/1998 12:00:00 AM,Trucks,535958,6871
US-Canada Border,03/01/1998 12:00:00 AM,Bus Passengers,242737,3112
US-Canada Border,03/01/1998 12:00:00 AM,Buses,10969,140
US-Canada Border,03/01/1998 12:00:00 AM,Pedestrians,27687,354
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,6513374,83504
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicles,2770818,35523
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Empty,22504,288
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Full,64924,832
US-Canada Border,03/01/1998 12:00:00 AM,Train Passengers,16523,211
US-Canada Border,03/01/1998 12:00:00 AM,Trains,2958,37
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Empty,53451,685
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Full,342468,4390
US-Canada Border,03/01/1998 12:00:00 AM,Trucks,554052,7103
US-Canada Border,02/01/1998 12:00:00 AM,Bus Passengers,217992,2794
US-Canada Border,02/01/1998 12:00:00 AM,Buses,10103,129
US-Canada Border,02/01/1998 12:00:00 AM,Pedestrians,25561,327
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicle Passengers,5876741,75342
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicles,2507357,32145
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Empty,24278,311
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Full,69286,888
US-Canada Border,02/01/1998 12:00:00 AM,Train Passengers,15453,198
US-Canada Border,02/01/1998 12:00:00 AM,Trains,2778,35
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Empty,47429,608
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Full,318789,4087
US-Canada Border,02/01/1998 12:00:00 AM,Trucks,490822,6292
US-Canada Border,01/01/1998 12:00:00 AM,Bus Passengers,200814,2574
US-Canada Border,01/01/1998 12:00:00 AM,Buses,9602,123
US-Canada Border,01/01/1998 12:00:00 AM,Pedestrians,27799,356
US-Canada Border,01/01/1998 12:00:00 AM,Personal Vehicle Passengers,5826406,74697
US-Canada Border,01/01/1998 12:00:00 AM,Personal Vehicles,2504823,32113
US-Canada Border,01/01/1998 12:00:00 AM,Rail Containers Empty,20319,260
US-Canada Border,01/01/1998 12:00:00 AM,Rail Containers Full,61202,784
US-Canada Border,01/01/1998 12:00:00 AM,Train Passengers,15617,200
US-Canada Border,01/01/1998 12:00:00 AM,Trains,2880,36
US-Canada Border,01/01/1998 12:00:00 AM,Truck Containers Empty,49002,628
US-Canada Border,01/01/1998 12:00:00 AM,Truck Containers Full,303552,3891
US-Canada Border,01/01/1998 12:00:00 AM,Trucks,487587,6251
US-Canada Border,12/01/1997 12:00:00 AM,Bus Passengers,313680,4021
US-Canada Border,12/01/1997 12:00:00 AM,Buses,9808,125
US-Canada Border,12/01/1997 12:00:00 AM,Pedestrians,31616,405
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,6155147,78912
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicles,2622825,33625
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Empty,21529,276
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Full,70773,907
US-Canada Border,12/01/1997 12:00:00 AM,Train Passengers,16988,217
US-Canada Border,12/01/1997 12:00:00 AM,Trains,2793,35
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Empty,47730,611
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Full,270069,3462
US-Canada Border,12/01/1997 12:00:00 AM,Trucks,451639,5790
US-Canada Border,11/01/1997 12:00:00 AM,Bus Passengers,267643,3431
US-Canada Border,11/01/1997 12:00:00 AM,Buses,9910,127
US-Canada Border,11/01/1997 12:00:00 AM,Pedestrians,34279,439
US-Canada Border,11/01/1997 12:00:00 AM,Personal Vehicle Passengers,6752567,86571
US-Canada Border,11/01/1997 12:00:00 AM,Personal Vehicles,2858858,36652
US-Canada Border,11/01/1997 12:00:00 AM,Rail Containers Empty,22906,293
US-Canada Border,11/01/1997 12:00:00 AM,Rail Containers Full,78843,1010
US-Canada Border,11/01/1997 12:00:00 AM,Train Passengers,15291,196
US-Canada Border,11/01/1997 12:00:00 AM,Trains,2777,35
US-Canada Border,11/01/1997 12:00:00 AM,Truck Containers Empty,52153,668
US-Canada Border,11/01/1997 12:00:00 AM,Truck Containers Full,317974,4076
US-Canada Border,11/01/1997 12:00:00 AM,Trucks,490730,6291
US-Canada Border,10/01/1997 12:00:00 AM,Bus Passengers,335772,4304
US-Canada Border,10/01/1997 12:00:00 AM,Buses,13527,173
US-Canada Border,10/01/1997 12:00:00 AM,Pedestrians,27225,349
US-Canada Border,10/01/1997 12:00:00 AM,Personal Vehicle Passengers,7572362,97081
US-Canada Border,10/01/1997 12:00:00 AM,Personal Vehicles,3150381,40389
US-Canada Border,10/01/1997 12:00:00 AM,Rail Containers Empty,22718,291
US-Canada Border,10/01/1997 12:00:00 AM,Rail Containers Full,72223,925
US-Canada Border,10/01/1997 12:00:00 AM,Train Passengers,17255,221
US-Canada Border,10/01/1997 12:00:00 AM,Trains,2557,32
US-Canada Border,10/01/1997 12:00:00 AM,Truck Containers Empty,47501,608
US-Canada Border,10/01/1997 12:00:00 AM,Truck Containers Full,309010,3961
US-Canada Border,10/01/1997 12:00:00 AM,Trucks,516240,6618
US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,385965,4948
US-Canada Border,09/01/1997 12:00:00 AM,Buses,16102,206
US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,76543,981
US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,8599309,110247
US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,3417495,43814
US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,15457,198
US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,39153,501
US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,20985,269
US-Canada Border,09/01/1997 12:00:00 AM,Trains,2867,36
US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,37077,475
US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,224145,2873
US-Canada Border,09/01/1997 12:00:00 AM,Trucks,510671,6547
US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,504837,6472
US-Canada Border,08/01/1997 12:00:00 AM,Buses,20320,260
US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,125157,1604
US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,10943228,140297
US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,4544532,58263
US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,15669,200
US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,28539,365
US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,33630,431
US-Canada Border,08/01/1997 12:00:00 AM,Trains,2814,36
US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,25079,321
US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,116131,1488
US-Canada Border,08/01/1997 12:00:00 AM,Trucks,474190,6079
US-Canada Border,07/01/1997 12:00:00 AM,Bus Passengers,453718,5816
US-Canada Border,07/01/1997 12:00:00 AM,Buses,18587,238
US-Canada Border,07/01/1997 12:00:00 AM,Pedestrians,49183,630
US-Canada Border,07/01/1997 12:00:00 AM,Personal Vehicle Passengers,10384078,133129
US-Canada Border,07/01/1997 12:00:00 AM,Personal Vehicles,4219377,54094
US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Empty,15678,201
US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Full,27229,349
US-Canada Border,07/01/1997 12:00:00 AM,Train Passengers,51278,657
US-Canada Border,07/01/1997 12:00:00 AM,Trains,2766,35
US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Empty,24298,311
US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Full,115963,1486
US-Canada Border,07/01/1997 12:00:00 AM,Trucks,460960,5909
US-Canada Border,06/01/1997 12:00:00 AM,Bus Passengers,419344,5376
US-Canada Border,06/01/1997 12:00:00 AM,Buses,17852,228
US-Canada Border,06/01/1997 12:00:00 AM,Pedestrians,41707,534
US-Canada Border,06/01/1997 12:00:00 AM,Personal Vehicle Passengers,8648522,110878
US-Canada Border,06/01/1997 12:00:00 AM,Personal Vehicles,3555250,45580
US-Canada Border,06/01/1997 12:00:00 AM,Rail Containers Empty,15243,195
US-Canada Border,06/01/1997 12:00:00 AM,Rail Containers Full,29297,375
US-Canada Border,06/01/1997 12:00:00 AM,Train Passengers,23581,302
US-Canada Border,06/01/1997 12:00:00 AM,Trains,2869,36
US-Canada Border,06/01/1997 12:00:00 AM,Truck Containers Empty,26502,339
US-Canada Border,06/01/1997 12:00:00 AM,Truck Containers Full,116597,1494
US-Canada Border,06/01/1997 12:00:00 AM,Trucks,500868,6421
US-Canada Border,05/01/1997 12:00:00 AM,Bus Passengers,413658,5303
US-Canada Border,05/01/1997 12:00:00 AM,Buses,16610,212
US-Canada Border,05/01/1997 12:00:00 AM,Pedestrians,81936,1050
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicle Passengers,8040944,103089
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicles,3387709,43432
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Empty,14222,182
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Full,29407,377
US-Canada Border,05/01/1997 12:00:00 AM,Train Passengers,17818,228
US-Canada Border,05/01/1997 12:00:00 AM,Trains,2805,35
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Empty,23036,295
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Full,118155,1514
US-Canada Border,05/01/1997 12:00:00 AM,Trucks,499055,6398
US-Canada Border,04/01/1997 12:00:00 AM,Bus Passengers,314955,4037
US-Canada Border,04/01/1997 12:00:00 AM,Buses,12090,155
US-Canada Border,04/01/1997 12:00:00 AM,Pedestrians,26863,344
US-Canada Border,04/01/1997 12:00:00 AM,Personal Vehicle Passengers,6261678,80277
US-Canada Border,04/01/1997 12:00:00 AM,Personal Vehicles,2994074,38385
US-Canada Border,04/01/1997 12:00:00 AM,Rail Containers Empty,9210,118
US-Canada Border,04/01/1997 12:00:00 AM,Rail Containers Full,21448,274
US-Canada Border,04/01/1997 12:00:00 AM,Train Passengers,14723,188
US-Canada Border,04/01/1997 12:00:00 AM,Trains,2779,35
US-Canada Border,04/01/1997 12:00:00 AM,Truck Containers Empty,19022,243
US-Canada Border,04/01/1997 12:00:00 AM,Truck Containers Full,97790,1253
US-Canada Border,04/01/1997 12:00:00 AM,Trucks,503242,6451
US-Canada Border,03/01/1997 12:00:00 AM,Bus Passengers,277805,3561
US-Canada Border,03/01/1997 12:00:00 AM,Buses,11625,149
US-Canada Border,03/01/1997 12:00:00 AM,Pedestrians,21462,275
US-Canada Border,03/01/1997 12:00:00 AM,Personal Vehicle Passengers,7214768,92497
US-Canada Border,03/01/1997 12:00:00 AM,Personal Vehicles,3033566,38891
US-Canada Border,03/01/1997 12:00:00 AM,Rail Containers Empty,10897,139
US-Canada Border,03/01/1997 12:00:00 AM,Rail Containers Full,26245,336
US-Canada Border,03/01/1997 12:00:00 AM,Train Passengers,13266,170
US-Canada Border,03/01/1997 12:00:00 AM,Trains,2781,35
US-Canada Border,03/01/1997 12:00:00 AM,Truck Containers Empty,17817,228
US-Canada Border,03/01/1997 12:00:00 AM,Truck Containers Full,101291,1298
US-Canada Border,03/01/1997 12:00:00 AM,Trucks,482040,6180
US-Canada Border,02/01/1997 12:00:00 AM,Bus Passengers,223338,2863
US-Canada Border,02/01/1997 12:00:00 AM,Buses,9184,117
US-Canada Border,02/01/1997 12:00:00 AM,Pedestrians,17550,225
US-Canada Border,02/01/1997 12:00:00 AM,Personal Vehicle Passengers,6084033,78000
US-Canada Border,02/01/1997 12:00:00 AM,Personal Vehicles,2614001,33512
US-Canada Border,02/01/1997 12:00:00 AM,Rail Containers Empty,6020,77
US-Canada Border,02/01/1997 12:00:00 AM,Rail Containers Full,15494,198
US-Canada Border,02/01/1997 12:00:00 AM,Train Passengers,11158,143
US-Canada Border,02/01/1997 12:00:00 AM,Trains,2496,32
US-Canada Border,02/01/1997 12:00:00 AM,Truck Containers Empty,15204,194
US-Canada Border,02/01/1997 12:00:00 AM,Truck Containers Full,71702,919
US-Canada Border,02/01/1997 12:00:00 AM,Trucks,463472,5941
US-Canada Border,01/01/1997 12:00:00 AM,Bus Passengers,213538,2737
US-Canada Border,01/01/1997 12:00:00 AM,Buses,8605,110
US-Canada Border,01/01/1997 12:00:00 AM,Pedestrians,16354,209
US-Canada Border,01/01/1997 12:00:00 AM,Personal Vehicle Passengers,5990353,76799
US-Canada Border,01/01/1997 12:00:00 AM,Personal Vehicles,2552157,32719
US-Canada Border,01/01/1997 12:00:00 AM,Rail Containers Empty,10866,139
US-Canada Border,01/01/1997 12:00:00 AM,Rail Containers Full,25430,326
US-Canada Border,01/01/1997 12:00:00 AM,Train Passengers,13133,168
US-Canada Border,01/01/1997 12:00:00 AM,Trains,2559,32
US-Canada Border,01/01/1997 12:00:00 AM,Truck Containers Empty,22104,283
US-Canada Border,01/01/1997 12:00:00 AM,Truck Containers Full,107359,1376
US-Canada Border,01/01/1997 12:00:00 AM,Trucks,473867,6075
US-Canada Border,12/01/1996 12:00:00 AM,Bus Passengers,230067,2949
US-Canada Border,12/01/1996 12:00:00 AM,Buses,10863,139
US-Canada Border,12/01/1996 12:00:00 AM,Pedestrians,16449,210
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicle Passengers,7159086,91783
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicles,2811916,36050
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Empty,10458,134
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Full,23607,302
US-Canada Border,12/01/1996 12:00:00 AM,Train Passengers,13990,179
US-Canada Border,12/01/1996 12:00:00 AM,Trains,2501,32
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Empty,19225,246
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Full,91317,1170
US-Canada Border,12/01/1996 12:00:00 AM,Trucks,412045,5282
US-Canada Border,11/01/1996 12:00:00 AM,Bus Passengers,260237,3336
US-Canada Border,11/01/1996 12:00:00 AM,Buses,12882,165
US-Canada Border,11/01/1996 12:00:00 AM,Pedestrians,20895,267
US-Canada Border,11/01/1996 12:00:00 AM,Personal Vehicle Passengers,7005691,89816
US-Canada Border,11/01/1996 12:00:00 AM,Personal Vehicles,2886083,37001
US-Canada Border,11/01/1996 12:00:00 AM,Rail Containers Empty,8847,113
US-Canada Border,11/01/1996 12:00:00 AM,Rail Containers Full,25545,327
US-Canada Border,11/01/1996 12:00:00 AM,Train Passengers,11069,141
US-Canada Border,11/01/1996 12:00:00 AM,Trains,2629,33
US-Canada Border,11/01/1996 12:00:00 AM,Truck Containers Empty,22333,286
US-Canada Border,11/01/1996 12:00:00 AM,Truck Containers Full,103656,1328
US-Canada Border,11/01/1996 12:00:00 AM,Trucks,459296,5888
US-Canada Border,10/01/1996 12:00:00 AM,Bus Passengers,336459,4313
US-Canada Border,10/01/1996 12:00:00 AM,Buses,14787,189
US-Canada Border,10/01/1996 12:00:00 AM,Pedestrians,32463,416
US-Canada Border,10/01/1996 12:00:00 AM,Personal Vehicle Passengers,8478286,108695
US-Canada Border,10/01/1996 12:00:00 AM,Personal Vehicles,3208870,41139
US-Canada Border,10/01/1996 12:00:00 AM,Rail Containers Empty,10174,130
US-Canada Border,10/01/1996 12:00:00 AM,Rail Containers Full,26650,341
US-Canada Border,10/01/1996 12:00:00 AM,Train Passengers,15919,204
US-Canada Border,10/01/1996 12:00:00 AM,Trains,2820,36
US-Canada Border,10/01/1996 12:00:00 AM,Truck Containers Empty,27525,352
US-Canada Border,10/01/1996 12:00:00 AM,Truck Containers Full,123841,1587
US-Canada Border,10/01/1996 12:00:00 AM,Trucks,507303,6503
US-Canada Border,09/01/1996 12:00:00 AM,Bus Passengers,387914,4973
US-Canada Border,09/01/1996 12:00:00 AM,Buses,16724,214
US-Canada Border,09/01/1996 12:00:00 AM,Pedestrians,70269,900
US-Canada Border,09/01/1996 12:00:00 AM,Personal Vehicle Passengers,9194740,117881
US-Canada Border,09/01/1996 12:00:00 AM,Personal Vehicles,3476628,44572
US-Canada Border,09/01/1996 12:00:00 AM,Rail Containers Empty,9702,124
US-Canada Border,09/01/1996 12:00:00 AM,Rail Containers Full,25501,326
US-Canada Border,09/01/1996 12:00:00 AM,Train Passengers,19154,245
US-Canada Border,09/01/1996 12:00:00 AM,Trains,2706,34
US-Canada Border,09/01/1996 12:00:00 AM,Truck Containers Empty,20155,258
US-Canada Border,09/01/1996 12:00:00 AM,Truck Containers Full,105711,1355
US-Canada Border,09/01/1996 12:00:00 AM,Trucks,458830,5882
US-Canada Border,08/01/1996 12:00:00 AM,Bus Passengers,472802,6061
US-Canada Border,08/01/1996 12:00:00 AM,Buses,20183,258
US-Canada Border,08/01/1996 12:00:00 AM,Pedestrians,134566,1725
US-Canada Border,08/01/1996 12:00:00 AM,Personal Vehicle Passengers,12153093,155808
US-Canada Border,08/01/1996 12:00:00 AM,Personal Vehicles,4536794,58164
US-Canada Border,08/01/1996 12:00:00 AM,Rail Containers Empty,10854,139
US-Canada Border,08/01/1996 12:00:00 AM,Rail Containers Full,25746,330
US-Canada Border,08/01/1996 12:00:00 AM,Train Passengers,31175,399
US-Canada Border,08/01/1996 12:00:00 AM,Trains,2645,33
US-Canada Border,08/01/1996 12:00:00 AM,Truck Containers Empty,18291,234
US-Canada Border,08/01/1996 12:00:00 AM,Truck Containers Full,111724,1432
US-Canada Border,08/01/1996 12:00:00 AM,Trucks,470139,6027
US-Canada Border,07/01/1996 12:00:00 AM,Bus Passengers,472417,6056
US-Canada Border,07/01/1996 12:00:00 AM,Buses,19854,254
US-Canada Border,07/01/1996 12:00:00 AM,Pedestrians,120515,1545
US-Canada Border,07/01/1996 12:00:00 AM,Personal Vehicle Passengers,11211921,143742
US-Canada Border,07/01/1996 12:00:00 AM,Personal Vehicles,4328945,55499
US-Canada Border,07/01/1996 12:00:00 AM,Rail Containers Empty,10327,132
US-Canada Border,07/01/1996 12:00:00 AM,Rail Containers Full,24315,311
US-Canada Border,07/01/1996 12:00:00 AM,Train Passengers,29658,380
US-Canada Border,07/01/1996 12:00:00 AM,Trains,2599,33
US-Canada Border,07/01/1996 12:00:00 AM,Truck Containers Empty,17124,219
US-Canada Border,07/01/1996 12:00:00 AM,Truck Containers Full,105277,1349
US-Canada Border,07/01/1996 12:00:00 AM,Trucks,438413,5620
US-Canada Border,06/01/1996 12:00:00 AM,Bus Passengers,426751,5471
US-Canada Border,06/01/1996 12:00:00 AM,Buses,17981,230
US-Canada Border,06/01/1996 12:00:00 AM,Pedestrians,44493,570
US-Canada Border,06/01/1996 12:00:00 AM,Personal Vehicle Passengers,9826869,125985
US-Canada Border,06/01/1996 12:00:00 AM,Personal Vehicles,3787292,48555
US-Canada Border,06/01/1996 12:00:00 AM,Rail Containers Empty,10364,132
US-Canada Border,06/01/1996 12:00:00 AM,Rail Containers Full,26452,339
US-Canada Border,06/01/1996 12:00:00 AM,Train Passengers,22934,294
US-Canada Border,06/01/1996 12:00:00 AM,Trains,2541,32
US-Canada Border,06/01/1996 12:00:00 AM,Truck Containers Empty,15566,199
US-Canada Border,06/01/1996 12:00:00 AM,Truck Containers Full,101853,1305
US-Canada Border,06/01/1996 12:00:00 AM,Trucks,454740,5830
US-Canada Border,05/01/1996 12:00:00 AM,Bus Passengers,405742,5201
US-Canada Border,05/01/1996 12:00:00 AM,Buses,17776,227
US-Canada Border,05/01/1996 12:00:00 AM,Pedestrians,70124,899
US-Canada Border,05/01/1996 12:00:00 AM,Personal Vehicle Passengers,8679140,111271
US-Canada Border,05/01/1996 12:00:00 AM,Personal Vehicles,3453697,44278
US-Canada Border,05/01/1996 12:00:00 AM,Rail Containers Empty,10604,135
US-Canada Border,05/01/1996 12:00:00 AM,Rail Containers Full,27213,348
US-Canada Border,05/01/1996 12:00:00 AM,Train Passengers,16572,212
US-Canada Border,05/01/1996 12:00:00 AM,Trains,2718,34
US-Canada Border,05/01/1996 12:00:00 AM,Truck Containers Empty,17217,220
US-Canada Border,05/01/1996 12:00:00 AM,Truck Containers Full,127015,1628
US-Canada Border,05/01/1996 12:00:00 AM,Trucks,479137,6142
US-Canada Border,04/01/1996 12:00:00 AM,Bus Passengers,306249,3926
US-Canada Border,04/01/1996 12:00:00 AM,Buses,13210,169
US-Canada Border,04/01/1996 12:00:00 AM,Pedestrians,36090,462
US-Canada Border,04/01/1996 12:00:00 AM,Personal Vehicle Passengers,7740014,99230
US-Canada Border,04/01/1996 12:00:00 AM,Personal Vehicles,3024229,38772
US-Canada Border,04/01/1996 12:00:00 AM,Rail Containers Empty,10381,133
US-Canada Border,04/01/1996 12:00:00 AM,Rail Containers Full,29368,376
US-Canada Border,04/01/1996 12:00:00 AM,Train Passengers,15872,203
US-Canada Border,04/01/1996 12:00:00 AM,Trains,2667,34
US-Canada Border,04/01/1996 12:00:00 AM,Truck Containers Empty,16206,207
US-Canada Border,04/01/1996 12:00:00 AM,Truck Containers Full,128260,1644
US-Canada Border,04/01/1996 12:00:00 AM,Trucks,448844,5754
US-Canada Border,03/01/1996 12:00:00 AM,Bus Passengers,209231,2682
US-Canada Border,03/01/1996 12:00:00 AM,Buses,10840,138
US-Canada Border,03/01/1996 12:00:00 AM,Pedestrians,20730,265
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicle Passengers,6945355,89043
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicles,2959107,37937
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Empty,12587,161
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Full,33182,425
US-Canada Border,03/01/1996 12:00:00 AM,Train Passengers,12794,164
US-Canada Border,03/01/1996 12:00:00 AM,Trains,2741,35
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Empty,18363,235
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Full,120968,1550
US-Canada Border,03/01/1996 12:00:00 AM,Trucks,449155,5758
US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,200148,2566
US-Canada Border,02/01/1996 12:00:00 AM,Buses,9780,125
US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,22856,293
US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,6540141,83847
US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,2567875,32921
US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,9918,127
US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,30544,391
US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,11656,149
US-Canada Border,02/01/1996 12:00:00 AM,Trains,2450,31
US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,18958,243
US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,123305,1580
US-Canada Border,02/01/1996 12:00:00 AM,Trucks,434019,5564
US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,162064,2077
US-Canada Border,01/01/1996 12:00:00 AM,Buses,8399,107
US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,18537,237
US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,6136398,78671
US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,2489564,31917
US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,9791,125
US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,31860,408
US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,12803,164
US-Canada Border,01/01/1996 12:00:00 AM,Trains,2440,31
US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,24091,308
US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,177702,2278
US-Canada Border,01/01/1996 12:00:00 AM,Trucks,419175,5374
US-Mexico Border,12/01/2019 12:00:00 AM,Bus Passengers,195238,12202
US-Mexico Border,12/01/2019 12:00:00 AM,Buses,14647,915
US-Mexico Border,12/01/2019 12:00:00 AM,Pedestrians,4531122,167819
US-Mexico Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,12440171,497606
US-Mexico Border,12/01/2019 12:00:00 AM,Personal Vehicles,6379237,255169
US-Mexico Border,12/01/2019 12:00:00 AM,Rail Containers Empty,49791,7113
US-Mexico Border,12/01/2019 12:00:00 AM,Rail Containers Full,37506,6251
US-Mexico Border,12/01/2019 12:00:00 AM,Train Passengers,707,176
US-Mexico Border,12/01/2019 12:00:00 AM,Trains,913,130
US-Mexico Border,12/01/2019 12:00:00 AM,Truck Containers Empty,129766,6488
US-Mexico Border,12/01/2019 12:00:00 AM,Truck Containers Full,353884,17694
US-Mexico Border,12/01/2019 12:00:00 AM,Trucks,477111,23855
US-Mexico Border,11/01/2019 12:00:00 AM,Bus Passengers,144019,9001
US-Mexico Border,11/01/2019 12:00:00 AM,Buses,9916,619
US-Mexico Border,11/01/2019 12:00:00 AM,Pedestrians,4179255,154787
US-Mexico Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,11330030,453201
US-Mexico Border,11/01/2019 12:00:00 AM,Personal Vehicles,6019934,240797
US-Mexico Border,11/01/2019 12:00:00 AM,Rail Containers Empty,50081,7154
US-Mexico Border,11/01/2019 12:00:00 AM,Rail Containers Full,39639,6606
US-Mexico Border,11/01/2019 12:00:00 AM,Train Passengers,789,197
US-Mexico Border,11/01/2019 12:00:00 AM,Trains,934,133
US-Mexico Border,11/01/2019 12:00:00 AM,Truck Containers Empty,138857,7308
US-Mexico Border,11/01/2019 12:00:00 AM,Truck Containers Full,386071,19303
US-Mexico Border,11/01/2019 12:00:00 AM,Trucks,518084,25904
US-Mexico Border,10/01/2019 12:00:00 AM,Bus Passengers,145608,8565
US-Mexico Border,10/01/2019 12:00:00 AM,Buses,12248,720
US-Mexico Border,10/01/2019 12:00:00 AM,Pedestrians,4141103,153374
